Hotel_Address;Additional_Number_of_Scoring;Review_Date;Average_Score;Hotel_Name;Reviewer_Nationality;Negative_Review;Review_Total_Negative_Word_Counts;Total_Number_of_Reviews;Positive_Review;Review_Total_Positive_Word_Counts;Total_Number_of_Reviews_Reviewer_Has_Given;Reviewer_Score;Tags;days_since_review;lat;lng
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/27/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831;Very clean comfy hotel Good value at 99 a night in London Great location for Earls Court Royal Albert Hall and tube;24;2;8.8;[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night '];433 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/26/2016;8.5;K K Hotel George; United Kingdom ; Bathroom was way too small Very small elevator ;10;1831; Good location Good breakfast ;6;7;5.4;[' Leisure trip ', ' Family with older children ', ' Classic Twin Room ', ' Stayed 2 nights '];434 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/25/2016;8.5;K K Hotel George; China ;No Negative;0;1831; Location New ;4;30;10;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];435 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/25/2016;8.5;K K Hotel George; China ;No Negative;0;1831; Good location Comfortable room ;6;30;10;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];435 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/22/2016;8.5;K K Hotel George; United Kingdom ; N A;3;1831; Comfortable bed Good location Quiet area Even biscuits in the room as well as usual tea and coffee ;20;3;8.3;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];438 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/19/2016;8.5;K K Hotel George; United Kingdom ; Very noisy room in the basement could hear people talking and moving around;14;1831; Great location near Earls Park underground;7;8;5.4;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];441 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/17/2016;8.5;K K Hotel George; Australia ;No Negative;0;1831; The breakfast was excellent a lot of variety Location was fantastic ;13;1;9.2;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 6 nights '];443 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/16/2016;8.5;K K Hotel George; United States of America ;No Negative;0;1831; great staff bed was comfortable and room was super clean;11;3;10;[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights '];444 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/14/2016;8.5;K K Hotel George; United Kingdom ;Very small and I mean small bathroom Very expensive buffet breakfast at 17 50 ahead;17;1831; Nice room and decent evening dinner ;8;80;8.8;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];446 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/12/2016;8.5;K K Hotel George; United States of America ; Air condition was poor;5;1831; Air condition;3;1;7.5;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 7 nights ', ' Submitted from a mobile device '];448 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/11/2016;8.5;K K Hotel George; United Kingdom ; Room and bathroom very small;6;1831; Loved the garden good breakfast;6;11;8.8;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];449 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/9/2016;8.5;K K Hotel George; United States of America ;No Negative;0;1831; lovely garden very personable staff comfortable lounge bar area ;11;7;10;[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 4 nights '];451 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/3/2016;8.5;K K Hotel George; United Kingdom ; N a;3;1831; Perfect location excellent facilitie helpful staff;7;24;10;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];457 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/3/2016;8.5;K K Hotel George; United Kingdom ; Don t like negatives ;6;1831; The lovely view of the garden while at Breakfast ;11;5;9.2;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights '];457 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/3/2016;8.5;K K Hotel George; United Kingdom ; nothing;2;1831; The garden was an added bonus especially in the sunshine ;12;15;10;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night '];457 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;5/1/2016;8.5;K K Hotel George; Ireland ; It got bright early in the morning so blackout blinds would ve been nice ;16;1831; Excellent Location friendly and efficient staff lovely breakfast ;10;4;9.6;[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];459 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/24/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Good location Staff very helpful;6;42;10;[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 3 nights '];466 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/24/2016;8.5;K K Hotel George; South Africa ; Struggled to arrange an MPV on time for transport to Paddington;12;1831; Loved the late night bar service;7;5;8.8;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device '];466 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/22/2016;8.5;K K Hotel George; Australia ; Room tiny Bed pillows uncomfortable ;7;1831; Location Full breakfast was excellent Quiet location ;9;14;7.5;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights '];468 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/21/2016;8.5;K K Hotel George; United Kingdom ; Basement room allocated so views non existent ;9;1831; Great location for Olympia Friendly and helpful staff ;10;17;9.6;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night '];469 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/19/2016;8.5;K K Hotel George; United Kingdom ; Thin walls could hear the TV next door quite loudly but not enough to complain;16;1831; Location was excellent as we re the staff;9;4;9.6;[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 1 night '];471 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/17/2016;8.5;K K Hotel George; United States of America ; Room was a bit warm ;7;1831; Clean rooms Helpful staff Great location Pretty court yard ;11;1;9.6;[' Leisure trip ', ' Family with older children ', ' Classic Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device '];473 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/17/2016;8.5;K K Hotel George; United Kingdom ; The carpets and the airconditioner ;7;1831; The ants;3;1;9.2;[' With a pet ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night '];473 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/14/2016;8.5;K K Hotel George; United Kingdom ; Nothing ;3;1831; Really handy for the tube Always very clean and probably the comfiest beds I ve slept in ;19;14;10;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];476 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/12/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; the room was very quiet proximity to the tube station was convenient has a garden;16;5;8.8;[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 3 nights '];478 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/12/2016;8.5;K K Hotel George; Norway ;We ordered a room for 3 adults The room was a 2 person room with a horribel extra bed Not made for adults and caused painful nights;29;1831;No Positive;0;3;5.8;[' Leisure trip ', ' Family with older children ', ' Classic Triple Room ', ' Stayed 2 nights '];478 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/5/2016;8.5;K K Hotel George; United States of America ; Room was small ;5;1831; Excellent breakfasts Very clean Staff was helpful ;9;1;9.6;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights '];485 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/4/2016;8.5;K K Hotel George; Finland ; Floorcarpet alittle bit worn dusty;6;1831; Breakfast location metroconnection to airport and not far from the centre Ok;13;1;8.8;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 4 nights '];486 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/3/2016;8.5;K K Hotel George; United Kingdom ; larger rooms but not going to happen;8;1831; location garden feeding the fox in the garden;9;25;10;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night '];487 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/2/2016;8.5;K K Hotel George; Sweden ; Nothing;2;1831; The location near subway and busses Picadilly line to Heatrow just a block away Your breakfest is always superb ;21;20;9.6;[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 3 nights '];488 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;4/1/2016;8.5;K K Hotel George; United Kingdom ; Expense for meals ;5;1831; The location and the easy travelling to where we needed to be as we were in London for a purpose not a holiday ;25;1;8.3;[' Leisure trip ', ' Family with older children ', ' Classic Triple Room ', ' Stayed 2 nights '];489 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/29/2016;8.5;K K Hotel George; United Kingdom ; we didn t dislike anything ;7;1831;No Positive;0;1;8.8;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights '];492 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/27/2016;8.5;K K Hotel George; United Kingdom ; breakfast was over cooked and cold;7;1831; location;2;1;7.5;[' Leisure trip ', ' Couple ', ' 2 rooms ', ' Stayed 1 night '];494 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/25/2016;8.5;K K Hotel George; Canada ;No Negative;0;1831; Quiet friendly staff cleanliness garden very convenient for underground;10;2;9.6;[' Solo traveler ', ' Classic Twin Room ', ' Stayed 3 nights '];496 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/20/2016;8.5;K K Hotel George; Malaysia ; The key system for the room locks is outdated Room ventilation is poor at times ;17;1831; Convenient near eateries and underground;6;3;7.1;[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 6 nights ', ' Submitted from a mobile device '];501 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/20/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831;Very pleasant hotel Excellent staff Good very quiet location 200 yds to Earls Court tube station;18;35;10;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 3 nights '];501 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/19/2016;8.5;K K Hotel George; Lebanon ; Wifi is slow in the rooms same choice of breakfast everyday;12;1831; Beds are very comfy location is nice rooms are spacious;11;1;7.5;[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device '];502 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/18/2016;8.5;K K Hotel George; Israel ;No Negative;0;1831; Location;2;2;7.5;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device '];503 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/18/2016;8.5;K K Hotel George; United Kingdom ; Executive room needed updating Bathroom no bath was very small Location too far from theatres;16;1831; Good breakfast;3;1;3.8;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 2 nights '];503 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/17/2016;8.5;K K Hotel George; United States of America ;No Negative;0;1831; I loved the overall ambiance and convenience of this hotel The staff was very friendly and helpful ;19;1;10;[' Leisure trip ', ' Group ', ' Classic Double Room ', ' Stayed 5 nights '];504 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/17/2016;8.5;K K Hotel George; United States of America ;No Negative;0;1831; Nice place nice people it suited us perfectly ;10;22;10;[' Leisure trip ', ' Couple ', ' Classic Triple Room ', ' Stayed 3 nights '];504 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/17/2016;8.5;K K Hotel George; Japan ;No Negative;0;1831; Everything about this hotel was excellent Room was clean bed was comfortable staff was kind and breakfast was gorgeous ;21;2;10;[' Business trip ', ' Group ', ' Classic Twin Room ', ' Stayed 7 nights '];504 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/15/2016;8.5;K K Hotel George; Ireland ;triple room very poor for 3 adults;8;1831;No Positive;0;7;7.5;[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 2 nights '];506 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/14/2016;8.5;K K Hotel George; United Kingdom ; Heating not easily controlled Coffee at breakfast was appalling Breakfast overpriced Soundproofing poor;14;1831; Comfortably appointed room;4;8;7.5;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night '];507 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/13/2016;8.5;K K Hotel George; United Kingdom ; Nothing ;3;1831; Bed extra comfy and super clean room staff very friendly and helpful;13;1;10;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];508 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/13/2016;8.5;K K Hotel George; Belgium ;No Negative;0;1831; Everything was perfect Just like last time ;9;1;10;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];508 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/13/2016;8.5;K K Hotel George; Egypt ;needs full upgrade to a modern 4 stars;9;1831; location;2;14;6.7;[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 5 nights '];508 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/13/2016;8.5;K K Hotel George; Slovakia ; lack of ironing boards once i asked for one;10;1831; very good location and great staff;7;54;9.6;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night '];508 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/11/2016;8.5;K K Hotel George; United States of America ; The staircase at the entrance inconvenience for the huge luggage n not suitable for elderly ;17;1831; The breakfast is thumbs up with its variety n quality ;12;7;7.9;[' Leisure trip ', ' Family with older children ', ' Classic Triple Room ', ' Stayed 4 nights ', ' Submitted from a mobile device '];510 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/11/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; very clean friendly staff excellent breakfast;7;36;10;[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 1 night '];510 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/10/2016;8.5;K K Hotel George; United Kingdom ; Nothing ;3;1831; Very clean comfy bed great breakfast;7;18;10;[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];511 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/9/2016;8.5;K K Hotel George; United Kingdom ; The room is bit small anyway it s London;10;1831;No Positive;0;4;9.6;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];512 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/8/2016;8.5;K K Hotel George; Egypt ; hotel needs upgrade;4;1831; the location;3;14;6.3;[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night '];513 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/8/2016;8.5;K K Hotel George; Portugal ; Heating system in the room didn t work properly No blanket available;13;1831; Very good breakfast Close to underground Earls Court;9;3;7.9;[' Solo traveler ', ' Classic Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device '];513 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/7/2016;8.5;K K Hotel George; United Kingdom ; Rooms on the small side;6;1831; Good selection for breakfast;5;7;7.9;[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];514 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/7/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; The staff were efficient and friendly and the room was clean I chose the hotel based on its cleanliness rating and wasn t disappointed ;26;2;10;[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights '];514 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/6/2016;8.5;K K Hotel George; United Kingdom ; Personal choice but memory foam mattress is not for me;11;1831; Clean modern helpful staff ;6;1;9.2;[' Business trip ', ' Group ', ' Classic Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];515 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/6/2016;8.5;K K Hotel George; South Korea ; was triple room but was smaller than the advertised pictures on the net;14;1831; Nice breakfast;3;2;9.6;[' Leisure trip ', ' Group ', ' Classic Triple Room ', ' Stayed 3 nights ', ' Submitted from a mobile device '];515 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/5/2016;8.5;K K Hotel George; United Kingdom ; Nothing;2;1831; Loved the decor surprisingly modern with some lovely quirky details;11;21;9.6;[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];516 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/5/2016;8.5;K K Hotel George; United Kingdom ; Service in the restaurant was awful ;8;1831; Clean and quiet room ;6;1;7.1;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];516 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/5/2016;8.5;K K Hotel George; France ; no bath;3;1831; all good comfy bed and sheets etc;8;83;8.3;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night '];516 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/2/2016;8.5;K K Hotel George; Germany ;No Negative;0;1831; Very polite staff room Service;6;6;10;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 5 nights '];519 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/2/2016;8.5;K K Hotel George; United Kingdom ; Rooms a bit small;5;1831; Staff very helpful and bar very nice ;9;2;8.3;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];519 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;3/1/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Hotel in good location Beautiful building Staff excellent Beautiful bedding and towels Breakfast plentiful Would definitely use it again ;21;7;9.6;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device '];520 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/28/2016;8.5;K K Hotel George; United Kingdom ; Breakfast service and coffee both very unsatisfactory;8;1831; Comfortable room friendly reception staff;6;8;7.5;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];522 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/27/2016;8.5;K K Hotel George; United Kingdom ; Not enough lighting in room just lamps;8;1831; Clean Lovely hotel Great staff;6;4;10;[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];523 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/27/2016;8.5;K K Hotel George; United Kingdom ;The price they charge 24 pounds per night for parking;12;1831;The hotel is 5 minutes from tube station Excellent breakfast;12;31;9.6;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];523 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/26/2016;8.5;K K Hotel George; Ireland ; The room was too small;6;1831; Bed very comfy;4;1;8.3;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights '];524 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/25/2016;8.5;K K Hotel George; France ;No Negative;0;1831; the bed the breakfast friendly stuff situation ;9;2;9.2;[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 1 night '];525 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/25/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Very comfortable room and within easy walking distance of tube and bus shops near to local attractions;18;14;9.6;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];525 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/25/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Staff were friendly and efficient Room was clean Breakfast was good ;13;6;9.6;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];525 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/24/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Shower is fabulous bed comfortable and location excellent;9;33;9.6;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night '];526 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/24/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Fantastic room very quiet location but very close to tube;11;4;10;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];526 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/23/2016;8.5;K K Hotel George; United Kingdom ; Lift shaft next to room made banging noise in night;11;1831; Nice rooms helpful staff nice breakfast;7;1;9.6;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];527 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/23/2016;8.5;K K Hotel George; Ireland ; Bedroom was very warm;5;1831; Nice bar pleasant staff;5;1;10;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device '];527 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/20/2016;8.5;K K Hotel George; Israel ; No WiFi in the room ;7;1831; Very clean Very good breakfast Very close to Earls Court station;12;1;9.6;[' Leisure trip ', ' Group ', ' Classic Triple Room ', ' Stayed 4 nights '];530 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/19/2016;8.5;K K Hotel George; Canada ; Very disappointed they removed the early morning complimentary coffee and water from the lobby It was a nice touch ;21;1831; Staff are amazing ;5;13;9.2;[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];531 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;2/18/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831;Friendly welcoming staff who even provided complimentary bubbly for my daughters 18th Delicious breakfast Comfy beds;18;2;9.6;[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device '];532 day;51.4918878;-0.1949706
